var,Coef.BaboonPanTissue,Coef.BaboonAdipose,Coef.BaboonBrain,Coef.BaboonCortex,Coef.BaboonLiver,Coef.BaboonMuscle,Coef.BaboonHeart,Coef.HumanBaboonAgeLogLinear,Coef.HumanBaboonRelativeAge,Coef.PrimateClockSqrt,Coef.PrimateRelativeAge,Coef.LemurMultiTissue,rep..Homo_sapiens.hg19...dim.datAnnotation...1...,CGid,SYMBOL,GeneRegionID,seqnames,CGstart,CGend,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,ENTREZID,transcriptId,distanceToTSS,ENSEMBL,GENENAME,flank_txIds,flank_geneIds,flank_gene_distances,genic,Intergenic,Promoter,fiveUTR,threeUTR,Exon,Intron,downstream,distal_intergenic,main_Categories,CpGislandseqnames,CpGislandstart,CpGislandend,CpGislandwidth,CpGislandstrand,CpGislandlen,CpGislandcount,CpGislandgc,CpGislandoe,CpGislandden,CpGislandpvalue,CpGisland,stackHMM,repeatElements
cg20426994,NA,NA,NA,NA,NA,NA,NA,0.38894436,0.015776687,NA,NA,NA,Homo_sapiens.hg19,cg20426994,KLF14,KLF14_Exon,chr7,130418324,130418325,51,-,Promoter (<=1kb),7,130417396,130418888,1493,2,136259,uc003vqk.2,514,ENSG00000266265,Kruppel like factor 14,uc003vqk.2,136259,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg07440346,NA,NA,NA,NA,NA,NA,NA,-0.241680399,-0.019295988,-0.009984782,NA,NA,Homo_sapiens.hg19,cg07440346,BOLA2,BOLA2_fiveUTR,chr16,30106716,30106717,51,-,5' UTR,16,29556383,30205627,649245,2,552900,uc010bzb.2,98861,ENSG00000183336,bolA family member 2,uc010bzb.2;uc010veh.2;uc002dwk.1;uc002dwl.3;uc002dwm.3;uc002dwn.1,552900;6911;6911;83719;83719;83719,0;-3511;-3508;0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF2,NA
cg02934228,8.017331909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg02934228,GBX2,GBX2_Promoter,chr2,237077811,237077812,50,+,Promoter (1-2kb),2,237074307,237076652,2346,2,2637,uc010zng.1,-1160,ENSG00000168505,gastrulation brain homeobox 2,uc002vvw.1;uc010zng.1,2637;2637,0;0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg09211712,NA,7.756219662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg09211712,CSNK1D,CSNK1D_fiveUTR,chr17,80223668,80223669,51,-,5' UTR,17,80200537,80231594,31058,2,1453,uc002kei.3,7876,ENSG00000141551,casein kinase 1 delta,uc002kei.3;uc002kej.3;uc010wvj.2,1453;1453;1453,0;0;0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx1,NA
cg26933021,4.276621946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg26933021,DHRS3,DHRS3_Intergenic_downstream,chr1,12618574,12618575,51,-,Distal Intergenic,1,12640551,12656106,15556,2,9249,uc001aue.1,37532,ENSG00000162496,dehydrogenase/reductase 3,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,1,12618446,12618644,199,*,199,14,0.487437186,1.213414634,0.070351759,5.77E-08,CpGisland,Acet4,LINE
cg15297110,NA,NA,NA,NA,NA,NA,NA,-0.27380011,-0.11976476,NA,NA,NA,Homo_sapiens.hg19,cg15297110,CXXC4,CXXC4_Exon,chr4,105412093,105412094,50,+,"Exon (uc003hxh.1/uc003hxh.1, exon 1 of 8)",4,105389463,105416058,26596,2,80319,uc003hxf.2,3914,ENSG00000168772,CXXC finger protein 4,uc003hxf.2;uc010ilo.4,80319;80319,0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF5,NA
cg08707435,NA,NA,NA,NA,NA,NA,NA,-0.968470034,-0.073320415,-0.017136174,NA,NA,Homo_sapiens.hg19,cg08707435,SF1,SF1_Intron,chr11,64533659,64533660,51,-,"Intron (uc010rnm.2/7536, intron 5 of 5)",11,64532076,64536608,4533,2,7536,uc010rnm.2,2899,ENSG00000168066,splicing factor 1,uc010rnm.2;uc010rnn.2;uc001oaz.2;uc001oba.2;uc001obb.2;uc001obc.2;uc001obd.2;uc001obe.2;uc010rno.2,7536;7536;7536;7536;7536;7536;7536;7536;7536,0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,11,64533556,64533763,208,*,208,19,0.701923077,0.78961039,0.091346154,1.12E-12,CpGisland,TxEnh5,NA
cg08868548,NA,NA,NA,NA,NA,NA,NA,-0.009776181,-0.000730024,-0.107519742,NA,NA,Homo_sapiens.hg19,cg08868548,PEX14,PEX14_Intron,chr1,10580894,10580895,50,-,"Intron (uc001arm.1/5195, intron 2 of 3)",1,10535003,10690815,155813,1,5195,uc001arn.3,45842,ENSG00000142655,peroxisomal biogenesis factor 14,uc001arl.3;uc001arm.1;uc009vmu.1;uc001arn.3;uc009vmv.3;uc010oam.2;uc010oan.2,5195;5195;5195;5195;5195;5195;5195,0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx2,NA
cg19938371,NA,NA,NA,NA,-26.67616248,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg19938371,TSC22D2,TSC22D2_Exon,chr3,150127856,150127857,50,+,"Exon (uc003exv.3/9819, exon 1 of 4)",3,150126788,150177615,50828,1,9819,uc003exv.3,1070,ENSG00000196428,TSC22 domain family member 2,uc003exv.3;uc003exw.3;uc003exx.3,9819;9819;9819,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF4,NA
cg14150289,NA,NA,NA,NA,NA,NA,NA,-0.78989669,-0.073670056,-0.052074989,NA,NA,Homo_sapiens.hg19,cg14150289,HIPK1,HIPK1_Exon,chr1,114506115,114506116,50,-,"Exon (uc001eel.3/204851, exon 10 of 15)",1,114471996,114520491,48496,1,204851,uc001eem.3,34070,ENSG00000163349,homeodomain interacting protein kinase 1,uc001eel.3;uc001eem.3;uc001een.3;uc001eeo.3;uc001eep.3;uc001eeq.3,204851;204851;204851;204851;204851;204851,0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,1,114506067,114506135,69,*,69,8,0.68115942,1,0.115942029,2.40E-06,CpGisland,TxEx2,NA
cg21222571,NA,NA,NA,NA,NA,NA,NA,-0.058564888,-0.007424453,NA,NA,NA,Homo_sapiens.hg19,cg21222571,HOXA10-HOXA9,HOXA10-HOXA9_Intron,chr7,27212547,27212548,51,-,"Intron (uc022aar.1/100534589, intron 1 of 2)",7,27202057,27219880,17824,2,100534589,uc022aar.1,7283,NA,HOXA10-HOXA9 readthrough,uc022aar.1;uc031swt.1;uc011jzm.2;uc003syw.4;uc022aas.1,100534589;100874323;3206;3206;442920,0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,7,27212500,27212641,142,*,142,16,0.605633803,1.262222222,0.112676056,3.14E-12,CpGisland,BivProm1,NA
cg21334666,NA,NA,NA,NA,NA,NA,NA,0.572992333,0.020941376,NA,NA,NA,Homo_sapiens.hg19,cg21334666,ERI3,ERI3_Intron,chr1,44786202,44786203,50,+,"Intron (uc010okv.2/79033, intron 1 of 6)",1,44686742,44820939,134198,2,79033,uc001clt.3,34737,ENSG00000117419,ERI1 exoribonuclease family member 3,uc010okv.2;uc001clt.3;uc010okw.2,79033;79033;79033,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxWk1,NA
cg24899750,NA,NA,NA,NA,NA,NA,NA,-0.544138187,-0.075766497,NA,NA,NA,Homo_sapiens.hg19,cg24899750,SNRPB2,SNRPB2_Promoter,chr20,16710314,16710315,51,+,Promoter (<=1kb),20,16710609,16722417,11809,1,6629,uc002wph.2,-295,ENSG00000125870,small nuclear ribonucleoprotein polypeptide B2,uc002wph.2;uc002wpi.2,6629;6629,-295;-295,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF3,NA
cg09892057,NA,NA,NA,NA,NA,NA,NA,-0.090078657,-0.000769007,-0.034823385,NA,NA,Homo_sapiens.hg19,cg09892057,LRMDA,LRMDA_Intron,chr10,78284024,78284025,50,+,"Intron (uc001jxi.3/83938, intron 5 of 5)",10,77542519,78317126,774608,1,83938,uc001jxi.3,741456,ENSG00000148655,leucine rich melanocyte differentiation associated,uc001jxi.3,83938,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA5,NA
cg11614260,NA,NA,NA,NA,NA,NA,NA,-0.054409413,-0.00933857,NA,NA,NA,Homo_sapiens.hg19,cg11614260,SERBP1,SERBP1_Exon,chr1,67890619,67890620,51,+,"Exon (uc001ddv.3/26135, exon 4 of 8)",1,67873493,67896123,22631,2,26135,uc001ddv.3,5504,ENSG00000142864,SERPINE1 mRNA binding protein 1,uc001ddv.3;uc001ddw.3;uc001ddx.3;uc001ddy.3,26135;26135;26135;26135,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tx4,NA
cg11754189,NA,NA,NA,NA,NA,NA,NA,-0.131659824,-0.002577808,NA,NA,NA,Homo_sapiens.hg19,cg11754189,FHL1,FHL1_Exon,chrX,135291546,135291547,50,+,"Exon (uc004ezo.3/2273, exon 7 of 8)",23,135228861,135293518,64658,1,2273,uc010nrz.2,62686,ENSG00000022267,four and a half LIM domains 1,uc010nrz.2;uc004ezl.2;uc004ezm.2;uc004ezo.3;uc004ezq.2;uc011mvy.1;uc004ezn.2;uc022ceu.1;uc011mwa.1;uc004ezp.2;uc011mwb.1;uc004ezr.2;uc004ezs.3,2273;2273;2273;2273;2273;2273;2273;2273;2273;2273;2273;2273;79649,0;0;0;0;0;0;0;0;0;0;0;0;42142,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA1,NA
cg21267842,14.9307294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg21267842,MAML3,MAML3_fiveUTR,chr4,141074864,141074865,50,+,Promoter (<=1kb),4,140637546,141075233,437688,2,55534,uc011chd.1,369,ENSG00000196782,mastermind like transcriptional coactivator 3,uc011chd.1;uc021xsg.1,55534;55534,0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF4,NA
cg14258236,-3.231296667,NA,-2.372101484,NA,NA,NA,-0.089753995,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg14258236,OR5V1,OR5V1_Exon,chr6,29323330,29323331,51,+,Promoter (<=1kb),6,29323007,29324054,1048,2,81696,uc011dlo.2,724,ENSG00000243729,olfactory receptor family 5 subfamily V member 1,uc011dlo.2,81696,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HET2,NA
cg10820947,NA,NA,NA,NA,NA,NA,NA,-0.13662083,-0.015100434,-0.155917057,NA,NA,Homo_sapiens.hg19,cg10820947,LINC00989,LINC00989_Intron,chr4,80449392,80449393,51,+,"Intron (uc003hlv.3/100506035, intron 3 of 3)",4,80413747,80497614,83868,1,100506035,uc003hlv.3,35595,ENSG00000250334,long intergenic non-protein coding RNA 989,uc003hlv.3,100506035,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhWk5,NA
cg10899907,NA,NA,NA,NA,NA,NA,NA,-0.946082263,-0.054039441,-0.017866909,NA,NA,Homo_sapiens.hg19,cg10899907,FLJ37453,FLJ37453_Exon,chr1,16174614,16174615,50,+,Promoter (<=1kb),1,16160710,16174642,13933,2,729614,uc001axj.2,0,ENSG00000179743,uncharacterized LOC729614,uc001axk.1;uc001axj.2,23013;729614,0;0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,1,16174604,16175208,605,*,605,92,0.74214876,1.107265059,0.152066116,6.75E-82,CpGisland,PromF4,NA
cg15652120,NA,NA,NA,NA,NA,NA,NA,-0.27775405,-0.00957726,-0.058049115,NA,NA,Homo_sapiens.hg19,cg15652120,ELK3,ELK3_fiveUTR,chr12,96588210,96588211,50,-,Promoter (<=1kb),12,96588207,96661606,73400,1,2004,uc001teo.1,4,ENSG00000111145,ETS transcription factor ELK3,uc001teo.1,2004,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,12,96587840,96588279,440,*,440,60,0.777272727,0.916666667,0.136363636,3.24E-50,CpGisland,PromF4,NA
cg11160066,NA,NA,NA,NA,NA,NA,NA,-0.413918972,-0.045292674,-0.7633377,NA,NA,Homo_sapiens.hg19,cg11160066,VCAN,VCAN_fiveUTR,chr5,82767580,82767581,50,-,Promoter (<=1kb),5,82767493,82878122,110630,1,1462,uc003kii.3,38,ENSG00000038427,versican,uc003kih.4;uc003kii.3;uc003kij.3;uc003kik.3;uc010jau.2,1462;1462;1462;1462;1462,0;0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF5,NA
cg11904527,NA,NA,NA,NA,NA,NA,NA,-2.869833375,-0.471608311,-1.183594613,NA,NA,Homo_sapiens.hg19,cg11904527,TMTC2,TMTC2_fiveUTR,chr12,83081401,83081402,50,+,Promoter (<=1kb),12,83080934,83359746,278813,1,160335,uc001szr.1,418,ENSG00000179104,transmembrane O-mannosyltransferase targeting cadherins 2,uc001szr.1;uc001szs.1;uc001szt.3;uc010suk.2,160335;160335;160335;160335,0;0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,12,83081316,83081496,181,*,181,13,0.651933702,0.722665848,0.071823204,1.54E-07,CpGisland,TSS1,NA
cg17414768,NA,NA,-0.067732715,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg17414768,ZBTB16,ZBTB16_Intron,chr11,114033660,114033661,50,-,"Intron (uc001poo.1/7704, intron 3 of 3)",11,113930431,114060486,130056,1,7704,uc001poo.1,103231,ENSG00000109906,zinc finger and BTB domain containing 16,uc001poo.1;uc001pop.3;uc001poq.3,7704;7704;7704,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA3,NA
cg12015981,NA,NA,NA,NA,NA,NA,NA,0.085294079,0.008979194,0.076757223,NA,NA,Homo_sapiens.hg19,cg12015981,CYLD,CYLD_Intergenic_downstream,chr16,50848973,50848974,51,-,Distal Intergenic,16,50821697,50826616,4920,1,1540,uc021tic.1,27326,ENSG00000083799,CYLD lysine 63 deubiquitinase,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quies3,NA
cg12540775,NA,NA,NA,NA,NA,NA,NA,0.036945173,0.0004402,NA,NA,NA,Homo_sapiens.hg19,cg12540775,MEIS2,MEIS2_threeUTR,chr15,37184341,37184342,50,-,3' UTR,15,37183222,37393500,210279,2,4212,uc001zjt.3,209160,ENSG00000134138,Meis homeobox 2,uc001zjj.3;uc001zjk.3;uc001zjl.3;uc010ucj.2;uc001zjm.3;uc001zjn.3;uc001zjo.4;uc001zjp.4;uc001zjr.4;uc001zjs.4;uc001zjt.3;uc001zju.3,4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212;4212,0;0;0;0;0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,threeUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxWk2,NA
cg17156558,NA,NA,NA,NA,NA,NA,NA,-0.492432243,-0.018049167,NA,NA,NA,Homo_sapiens.hg19,cg17156558,LRRC8A,LRRC8A_Exon,chr9,131670239,131670240,50,+,"Exon (uc004bwl.4/56262, exon 3 of 4)",9,131644391,131680317,35927,1,56262,uc004bwl.4,25849,ENSG00000136802,leucine rich repeat containing 8 VRAC subunit A,uc004bwl.4;uc010myp.3;uc010myq.3,56262;56262;56262,0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEx2,NA
cg17380464,0.012958034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg17380464,POLL,POLL_Intron,chr10,103333911,103333912,51,+,"Intron (uc010qpz.2/uc010qpz.2, intron 1 of 3)",10,103338639,103342950,4312,2,27343,uc001ktd.1,9039,ENSG00000166169,DNA polymerase lambda,uc001ktd.1;uc001kte.1;uc001ktg.1;uc001kth.1;uc001ktf.3;uc001kti.2;uc001ktj.2;uc001ktl.3;uc001ktm.3;uc010qqa.2;uc010qqb.2;uc010qqc.2,27343;27343;27343;27343;27343;27343;27343;27343;27343;27343;27343;27343,9039;10185;13972;13972;14116;14116;14116;14116;14116;14116;14116;14116,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HET2,NA
cg02613681,NA,NA,NA,NA,NA,NA,NA,-0.000124406,NA,NA,NA,NA,Homo_sapiens.hg19,cg02613681,CELF1,CELF1_threeUTR,chr11,47487906,47487907,50,+,3' UTR,11,47487489,47510576,23088,2,10658,uc001nfl.3,22620,ENSG00000149187,CUGBP Elav-like family member 1,uc001nfl.3;uc010rhm.2;uc001nfm.3;uc001nfk.2;uc001nfn.3;uc001nfp.3;uc001nfr.1,10658;10658;10658;10658;10658;10658;10658,0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,threeUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TxEnh1,NA
cg22479660,NA,NA,NA,NA,NA,NA,NA,0.14476738,0.037182325,NA,NA,NA,Homo_sapiens.hg19,cg22479660,NKX6-1,NKX6-1_Intergenic_downstream,chr4,85364855,85364856,50,+,Distal Intergenic,4,85414436,85419387,4952,2,4825,uc003hpa.1,54482,ENSG00000163623,NK6 homeobox 1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ReprPC4,NA
cg13001142,NA,NA,NA,NA,NA,NA,NA,-0.556619976,-0.061144238,-0.107637962,NA,NA,Homo_sapiens.hg19,cg13001142,STXBP5,STXBP5_Intron,chr6,147528521,147528522,51,+,"Intron (uc003qlz.3/134957, intron 2 of 27)",6,147525494,147711612,186119,1,134957,uc003qlz.3,2977,ENSG00000164506,syntaxin binding protein 5,uc003qlz.3;uc010khz.2;uc003qly.3;uc003qlt.2;uc003qlu.1,134957;134957;134957;729178;729178,0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF7,NA
cg15015141,NA,NA,0.127314923,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg15015141,PODXL,PODXL_Intergenic_upstream,chr7,131515359,131515360,51,+,Distal Intergenic,7,131185021,131241376,56356,2,5420,uc003vqx.4,-273933,ENSG00000128567,podocalyxin like,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm3,NA
cg26375445,NA,NA,NA,NA,NA,NA,NA,-0.445131785,-0.067408932,NA,NA,NA,Homo_sapiens.hg19,cg26375445,LINC02291,LINC02291_Intergenic_downstream,chr14,97879775,97879776,50,+,Distal Intergenic,14,98098984,98152995,54012,2,100129345,uc001yfv.2,273220,ENSG00000197176,long intergenic non-protein coding RNA 2291,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm2,NA
cg18321911,NA,NA,NA,NA,NA,NA,NA,0.047211862,0.004707509,0.025515574,NA,NA,Homo_sapiens.hg19,cg18321911,ASCL1,ASCL1_Intergenic_downstream,chr12,103423861,103423862,51,+,Distal Intergenic,12,103351452,103354294,2843,1,429,uc001tjr.4,72359,ENSG00000139352,achaete-scute family bHLH transcription factor 1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quies2,NA
cg24932816,NA,NA,NA,NA,NA,NA,NA,-5.366749746,-0.554839916,NA,NA,NA,Homo_sapiens.hg19,cg24932816,LMO4,LMO4_Promoter,chr1,87794052,87794053,51,+,Promoter (<=1kb),1,87794151,87814607,20457,1,8543,uc001dmi.3,-99,ENSG00000143013,LIM domain only 4,uc001dmi.3;uc001dmj.3,8543;8543,0;0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Promoter,1,87793803,87794132,330,*,330,33,0.690909091,0.848990411,0.1,5.85E-23,CpGisland,TSS1,NA
cg22875689,NA,NA,NA,NA,NA,NA,NA,0.116889849,0.004410553,NA,NA,NA,Homo_sapiens.hg19,cg22875689,C12orf42,C12orf42_Intron,chr12,103713537,103713538,50,-,"Intron (uc001tjs.3/374470, intron 4 of 10)",12,103631369,103889746,258378,2,374470,uc001tjs.3,176209,ENSG00000179088,chromosome 12 open reading frame 42,uc001tjs.3;uc001tjt.2;uc001tju.2;uc009zuf.1,374470;374470;374470;374470,0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Quies2,NA
cg18468088,NA,NA,NA,NA,NA,NA,NA,1.060891752,0.108085083,0.021361044,NA,NA,Homo_sapiens.hg19,cg18468088,TULP1,TULP1_Intergenic_upstream,chr6,35490818,35490819,51,+,Distal Intergenic,6,35472696,35480647,7952,2,7287,uc021yyy.1,-10121,ENSG00000112041,TUB like protein 1,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Intergenic_upstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF2,NA
cg18502834,NA,NA,NA,NA,NA,NA,NA,-1.917014026,-0.211404578,-0.140525755,NA,NA,Homo_sapiens.hg19,cg18502834,EGR3,EGR3_fiveUTR,chr8,22550442,22550443,51,-,Promoter (<=1kb),8,22545174,22550815,5642,2,1960,uc003xcm.1,323,ENSG00000179388,early growth response 3,uc011kzn.1;uc011kzo.2;uc003xcm.1,1960;1960;1960,0;0;0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,8,22550428,22550590,163,*,163,22,0.687116564,1.146786057,0.134969325,1.46E-18,CpGisland,BivProm1,NA
cg13700111,NA,NA,NA,NA,NA,NA,NA,-0.099486094,-0.029082498,-0.124350956,NA,NA,Homo_sapiens.hg19,cg13700111,KLF3,KLF3_Intron,chr4,38668832,38668833,50,-,"Intron (uc003gtg.2/51274, intron 1 of 3)",4,38665790,38692372,26583,1,51274,uc003gtg.2,2993,ENSG00000109787,Kruppel like factor 3,uc003gtg.2;uc003gth.4;uc003gte.1;uc003gtf.3,51274;51274;79667;79667,0;0;-2534;-2353,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF3,NA
cg13754720,NA,NA,NA,NA,NA,NA,NA,-0.114719064,-0.005130738,-0.014277855,NA,NA,Homo_sapiens.hg19,cg13754720,PTCH1,PTCH1_Intron,chr9,98274853,98274854,51,-,"Intron (uc004avm.4/5727, intron 1 of 23)",9,98205264,98279247,73984,2,5727,uc004avm.4,4344,ENSG00000185920,patched 1,uc004avl.4;uc010mrq.3;uc004avk.4;uc004avm.4;uc010mrr.3;uc004avo.2;uc010mrv.1;uc010mrw.1,5727;5727;5727;5727;5727;5727;5727;5727,0;0;0;0;0;0;0;0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Intron,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BivProm1,NA
cg15462582,NA,NA,NA,NA,NA,NA,NA,0.99643187,0.055199936,0.003470455,NA,NA,Homo_sapiens.hg19,cg15462582,TEAD1,TEAD1_fiveUTR,chr11,12697051,12697052,50,+,5' UTR,11,12695969,12966284,270316,1,7003,uc021qdx.1,1033,ENSG00000187079,TEA domain transcription factor 1,uc021qdx.1,7003,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,fiveUTR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PromF5,NA
cg18674676,0.118081863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Homo_sapiens.hg19,cg18674676,FILIP1,FILIP1_Exon,chr6,76018588,76018589,50,-,"Exon (uc003phy.1/27145, exon 6 of 7)",6,76004607,76203496,198890,2,27145,uc003phy.1,184908,ENSG00000118407,filamin A interacting protein 1,uc003phy.1;uc003phz.3;uc003pia.3;uc010kbe.3;uc003pib.1,27145;27145;27145;27145;27145,0;0;0;0;25918,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Exon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EnhA19,NA
