"var","Coef.Universal3_Age.LogLinearRelAdult","Coef.Universal2_RelativeAge","Coef.CHR","Coef.bp_hg38","Coef.Gene","Coef.Gene.hg19","Coef.ENTREZID","Coef.conservationInMouse","Coef.GeneRegionID","Coef.annotation","Coef.CHR_mm10","Coef.bp_mm10","Coef.Gene_mm10"
"cg24866378",-0.246370936,-0.062429257,"15",64462037,"TRIP4","ZNF609",9325,"mapped to different gene in human and mouse","TRIP4_Intron","Intron (ENST00000416172.1/ENST00000416172.1, intron 1 of 1)","9",65826315,"Zfp609"
"cg25381383",0.033765255,0.041631536,"15",37102429,"MEIS2","MEIS2",4212,"mapped to different gene in human and mouse","MEIS2_Promoter","Promoter (1-2kb)","2",116067922,"Meis2"
"cg25771548",-0.017574131,-0.02646563,"15",64688789,"OAZ2","OAZ2",4947,"mapped in human, not mapped in mouse","OAZ2_threeUTR","3' UTR","9",65689139,"Oaz2"
"cg21907062",0.340355424,0.178163952,"2",174081061,"OLA1","OLA1",29789,"conserved gene but different region in human and mouse","OLA1_Exon","Exon (ENST00000462000.1/29789, exon 4 of 4)","2",73099201,"Ola1"
"cg02783173",0.160911595,0.045964123,"4",112521614,"NEUROG2-AS1","NEUROG2",105377372,"mapped in human, not mapped in mouse","NEUROG2-AS1_Intron","Intron (ENST00000504009.1/105377372, intron 1 of 3)","3",127627577,"Neurog2"
"cg02953590",0.246125906,0.049758795,"4",140153008,"MAML3","MAML3",55534,"conserved gene and region in mouse and human","MAML3_Exon","Exon (ENST00000509479.6/55534, exon 1 of 5)","3",52103827,"Maml3"
"cg12713245",-0.128752436,-0.089356963,"12",57529187,"MBD6","MBD6",114785,"mapped in human, not mapped in mouse","MBD6_Exon","Exon (ENST00000355673.8/114785, exon 13 of 13)","10",127282879,"Mbd6"
"cg13058338",0.204865934,0.302281469,"12",54173598,"SMUG1","SMUG1",23583,"mapped to different gene in human and mouse","SMUG1_Intron","Intron (ENST00000635234.1/23583, intron 2 of 4)","15",103146996,"Smug1"
"cg22144210",0.093936868,0.076098271,"17",57679579,"MSI2","MSI2",124540,"conserved gene and region in mouse and human","MSI2_threeUTR","3' UTR","11",88344629,"Msi2"
"cg23510032",-0.127953179,-0.089145078,"9",2159889,"SMARCA2","SMARCA2",6595,"conserved gene but different region in human and mouse","SMARCA2_Exon","Exon (ENST00000635133.1/6595, exon 2 of 6)","19",26749927,"Smarca2"
"cg24024857",-0.150887265,-0.198250856,"9",124769884,"NR6A1","NR6A1",2649,"conserved gene and region in mouse and human","NR6A1_Intron","Intron (ENST00000487099.7/2649, intron 1 of 9)","2",38925380,"Nr6a1"
"cg15701287",-0.030447681,-0.072684111,"17",29081208,"MYO18A","MYO18A",399687,"conserved gene and region in mouse and human","MYO18A_Intron","Intron (ENST00000527372.6/399687, intron 41 of 41)","11",77858767,"Myo18a"
"cg17114460",0.321622952,0.01664183,"17",28884283,"FLOT2","FLOT2",2319,"conserved gene and region in mouse and human","FLOT2_Exon","Exon (ENST00000394906.6/2319, exon 5 of 13)","11",78054816,"Flot2"
"cg18223258",-0.325534132,-0.066451955,"5",51399170,"ISL1","LOC642366",3670,"conserved gene and region in mouse and human","ISL1_Intergenic_downstream","Distal Intergenic","13",116294093,"Isl1"
"cg18281552",-0.194942786,-0.030558565,"5",139668241,"CXXC5","CXXC5",51523,"mapped to different gene in human and mouse","CXXC5_Intron","Intron (ENST00000502295.1/51523, intron 1 of 1)","18",35848122,"Cxxc5"
"cg18814344",-0.051187126,-0.029871407,"5",139660961,"CXXC5","CXXC5",51523,"mapped in human, not mapped in mouse","CXXC5_Intron","Intron (ENST00000502295.1/51523, intron 1 of 1)",NA,NA,NA
"cg20432508",0.372522727,0.137178144,"5",66162474,"SREK1","SREK1",140890,"mapped to different gene in human and mouse","SREK1_threeUTR","3' UTR","13",103760533,"Srek1"
"cg05844937",0.162402096,0.02615092,"6",1613906,"FOXC1","FOXC1",2296,"conserved gene but different region in human and mouse","FOXC1_Intergenic_downstream","Distal Intergenic","13",31810652,"Foxc1"
"cg06472065",-0.076421703,-0.000451428,"6",33426669,"SYNGAP1","SYNGAP1",8831,"conserved gene but different region in human and mouse","SYNGAP1_Exon","Promoter (<=1kb)","17",26947403,"Syngap1"
"cg12382554",-0.184887548,-0.04842871,"8",104869303,"ZFPM2","LRP12",23414,"mapped to different gene in human and mouse","ZFPM2_Intron","Intron (ENST00000521923.5/ENST00000521923.5, intron 4 of 4)","15",40256401,"9330182O14Rik"
"cg12813831",0.027144764,0.072547899,"8",59657932,"LOC100505501","TOX",100505501,"mapped to different gene in human and mouse","LOC100505501_Intergenic_downstream","Distal Intergenic","4",7596412,"Gm11794"
"cg18349747",0.227616723,0.021524322,"17",7884380,"NAA38","CHD3",84316,"mapped to different gene in human and mouse","NAA38_Promoter","Promoter (<=1kb)","11",69369797,"Chd3"
"cg04996684",0.186591247,0.001550941,"1",197675972,"DENND1B","DENND1B",163486,"mapped in human, not mapped in mouse","DENND1B_Intron","Intron (ENST00000620048.6/163486, intron 3 of 22)","1",139038361,"Dennd1b"
"cg07014363",0.110807787,0.02341228,"11",131562171,"NTM","NTM",50863,"conserved gene and region in mouse and human","NTM_Intron","Intron (ENST00000374791.7/50863, intron 1 of 7)","9",29771589,"Ntm"
"cg05456580",0.043446044,0.024586053,"14",31135533,"HECTD1","HECTD1",25831,"mapped in human, not mapped in mouse","HECTD1_Exon","Exon (ENST00000399332.6/25831, exon 21 of 43)","12",51774708,"Hectd1"
"cg19054310",-0.116011627,-0.021146196,"3",169579380,"MECOM","MECOM",2122,"conserved gene and region in mouse and human","MECOM_Intron","Intron (ENST00000651503.2/2122, intron 1 of 16)","3",30416739,"Mecom"
"cg07875786",0.493942107,0.182469108,"5",93583221,"NR2F1","NR2F1",7025,"mapped to different gene in human and mouse","NR2F1_fiveUTR","Promoter (<=1kb)","13",78200391,"Nr2f1"
"cg27300575",-0.186010205,-0.06230598,"11",102209523,"YAP1","YAP1",10413,"conserved gene and region in mouse and human","YAP1_Exon","Exon (ENST00000282441.10/10413, exon 6 of 9)","9",7950532,"Yap1"
"cg00689383",-0.0170681,-0.019021064,"6",146399362,"GRM1","GRM1",2911,"mapped in human, not mapped in mouse","GRM1_Exon","Exon (ENST00000492807.6/2911, exon 8 of 10)","10",10719559,"Grm1"
"cg01224972",0.092310293,0.095609357,"6",108280569,"AFG1L","AFG1L",246269,"conserved gene but different region in human and mouse","AFG1L_Intergenic_upstream","Distal Intergenic","10",42487106,"Afg1l"
"cg03909491",0.024160011,0.033113247,"16",51245157,"SALL1","SALL1",6299,"conserved gene but different region in human and mouse","SALL1_Intron","Intron (ENST00000642450.1/ENST00000642450.1, intron 2 of 3)","8",89153120,"Gm6625"
"cg03917360",0.098044516,0.037601777,"16",54543200,"LINC02140","IRX3",100996345,"mapped to different gene in human and mouse","LINC02140_Exon","Exon (ENST00000637822.1/ENST00000637822.1, exon 6 of 6)","8",92026859,"Irx3"
"cg04817453",0.069853175,0.055106825,"16",73053847,"ZFHX3","ZFHX3",463,"mapped in human, not mapped in mouse","ZFHX3_Intron","Intron (ENST00000397992.5/463, intron 1 of 8)",NA,NA,NA
"cg06736685",-0.232400342,-0.098155659,"16",85555743,"GSE1","GSE1",23199,"mapped to different gene in human and mouse","GSE1_Intron","Intron (ENST00000637419.1/23199, intron 2 of 2)","8",120488490,"Gse1"
"cg08378313",-0.141158521,-0.018045646,"16",73167435,"ZFHX3","HCCAT5",463,"mapped in human, not mapped in mouse","ZFHX3_Intron","Intron (ENST00000641206.2/463, intron 5 of 17)","8",108599146,"Zfhx3"
"cg06461219",-0.544014933,-0.163768176,"19",13022927,"NFIX","NFIX",4784,"mapped in human, not mapped in mouse","NFIX_Intron","Intron (ENST00000397661.6/4784, intron 1 of 9)","8",84774616,"Nfix"
"cg23783364",0.112686269,0.049167972,"4",84443569,"NKX6-1","NKX6-1",4825,"conserved gene and region in mouse and human","NKX6-1_Intergenic_downstream","Distal Intergenic","5",101603254,"Nkx6-1"
"cg21510166",0.120863907,0.00463972,"10",100787461,"PAX2","PAX2",5076,"conserved gene and region in mouse and human","PAX2_Intron","Intron (ENST00000553492.5/5076, intron 3 of 3)","19",44797139,"Pax2"
"cg25195795",0.254922867,0.076087466,"10",21518323,"SKIDA1","SKIDA1",387640,"mapped to different gene in human and mouse","SKIDA1_fiveUTR","5' UTR","2",18048863,"Skida1"
"cg01975510",0.874906982,0.411008638,"11",67250350,"KDM2A","KDM2A",22992,"conserved gene and region in mouse and human","KDM2A_Exon","Exon (ENST00000529006.7/22992, exon 17 of 21)","19",4324781,"Kdm2a"
"cg12923877",0.30902316,0.406170665,"1",70230602,"SRSF11","SRSF11",9295,"conserved gene and region in mouse and human","SRSF11_Exon","Exon (ENST00000463116.1/9295, exon 1 of 2)","3",158024713,"Srsf11"
"cg17829569",0.126888068,0.037276802,"X",39514829,"LINC01282","LINC01281",101927449,"mapped to different gene in human and mouse","LINC01282_Intergenic_upstream","Distal Intergenic","X",11490190,"Gm14515"
"cg19604874",0.304835722,0.20172422,"4",30920159,"PCDH7","PCDH7",5099,"conserved gene but different region in human and mouse","PCDH7_Exon","Exon (ENST00000511884.6/5099, exon 2 of 3)","5",57913162,"Pcdh7"
"cg15913680",0.176597543,0.026140797,"11",72642299,"PDE2A","PDE2A",5138,"conserved gene but different region in human and mouse","PDE2A_fiveUTR","5' UTR","7",101451428,"Gm45837"
"cg12449245",0.137090626,0.124086526,"14",72619953,"DPF3","DPF3",8110,"conserved gene and region in mouse and human","DPF3_Exon","Exon (ENST00000556509.5/8110, exon 10 of 11)","12",83216378,"Dpf3"
"cg12830057",0.435922245,0.11119714,"3",69879222,"MITF","MITF",4286,"mapped in human, not mapped in mouse","MITF_Exon","Exon (ENST00000352241.8/4286, exon 2 of 10)","6",97941141,"Mitf"
"cg12965599",-0.09349389,-0.05713607,"3",147408137,"LOC440982","ZIC1",440982,"mapped in human, not mapped in mouse","LOC440982_Intron","Intron (ENST00000472523.1/440982, intron 1 of 1)","9",91367289,"Zic4"
"cg13655781",-0.000179108,-0.057980838,"3",152835992,"P2RY1","P2RY1",5028,"conserved gene and region in mouse and human","P2RY1_Exon","Promoter (<=1kb)","3",61003651,"P2ry1"
"cg04353319",0.003270907,0.053408585,"17",2400859,"MNT","MNT",4335,"conserved gene and region in mouse and human","MNT_fiveUTR","Promoter (<=1kb)","11",74831181,"Mnt"
"cg06386724",-0.001169925,-0.030213637,"17",51120410,"SPAG9","SPAG9",9043,"conserved gene and region in mouse and human","SPAG9_Exon","Promoter (<=1kb)","11",93996516,"Spag9"
"cg06391468",-0.444432263,-0.082878805,"17",72121389,"SOX9-AS1","SOX9",400618,"mapped to different gene in human and mouse","SOX9-AS1_fiveUTR","5' UTR","11",112782582,"Sox9"
"cg07493901",-1.057702693,-0.515118624,"17",62065181,"MED13","MED13",9969,"conserved gene and region in mouse and human","MED13_Exon","Promoter (<=1kb)","11",86357501,"Med13"
"cg15405572",-0.09868336,-0.019221447,"12",77830772,"NAV3","NAV3",89795,"mapped in human, not mapped in mouse","NAV3_Intron","Intron (ENST00000550042.2/89795, intron 2 of 8)",NA,NA,NA
"cg25639084",0.003591662,5.2396e-05,"13",23559374,"TNFRSF19","TNFRSF19",55504,"mapped in human, not mapped in mouse","TNFRSF19_Intergenic_upstream","Distal Intergenic",NA,NA,NA
"cg17455697",-0.07262777,NA,"7",151136648,"AGAP3","AGAP3",116988,"conserved gene and region in mouse and human","AGAP3_Intron","Intron (ENST00000463381.5/116988, intron 11 of 15)","5",24495370,"Agap3"
"cg00101675",-0.101353504,NA,"14",63453806,"PPP2R5E","PPP2R5E",5529,"conserved gene and region in mouse and human","PPP2R5E_Exon","Exon (ENST00000337537.8/5529, exon 3 of 14)","12",75515719,"Ppp2r5e"
"cg06259996",0.045149111,NA,"5",93585317,"NR2F1-AS1","NR2F1",441094,"mapped to different gene in human and mouse","NR2F1-AS1_Exon","Promoter (<=1kb)","13",78198288,"Nr2f1"
"cg11672180",0.069421699,NA,"1",63317732,"LINC00466","LINC00466",199899,"mapped in human, not mapped in mouse","LINC00466_Promoter","Promoter (<=1kb)",NA,NA,NA
"cg26014931",0.068547681,NA,"5",77973118,"LOC101929154","TBCA",101929154,"mapped to different gene in human and mouse","LOC101929154_Intergenic_downstream","Distal Intergenic","13",94595793,"Ap3b1"
"cg26081366",-0.105373044,NA,"5",179619396,"HNRNPH1","HNRNPH1",3187,"conserved gene and region in mouse and human","HNRNPH1_Exon","Exon (ENST00000393432.8/3187, exon 5 of 14)","11",50381469,"Hnrnph1"
"cg22454306",-0.275497034,NA,"7",26656018,"LINC02860","LINC02860",285941,"mapped to different gene in human and mouse","LINC02860_Intergenic_downstream","Distal Intergenic","6",51847017,"Skap2"
"cg20146241",-0.002222729,NA,"1",24535114,"RCAN3AS","RCAN3",100750325,"mapped in human, not mapped in mouse","RCAN3AS_Exon","Promoter (<=1kb)",NA,NA,NA
"cg03747401",0.000492682,NA,"11",28566925,"MIR8068","METTL15",102466876,"mapped to different gene in human and mouse","MIR8068_Intergenic_upstream","Distal Intergenic","2",108827650,"Rpl35a-ps4"
"cg15403305",-0.000253547,NA,"1",38207517,"LINC01343","LINC01343",339442,"mapped to different gene in human and mouse","LINC01343_Intron","Intron (ENST00000671301.1/ENST00000671301.1, intron 1 of 1)","4",124511970,"Pou3f1"
"cg06244551",-0.079194018,NA,"1",35184683,"SFPQ","SFPQ",6421,"conserved gene and region in mouse and human","SFPQ_Intron","Intron (ENST00000460428.5/6421, intron 3 of 5)","4",127029736,"Sfpq"
"cg26748472",-0.036223335,NA,"X",40154474,"BCOR","BCOR",54880,"conserved gene and region in mouse and human","BCOR_Intron","Intron (ENST00000378455.8/54880, intron 1 of 13)","X",12136112,"Bcor"
"cg20236179",-0.102320369,NA,"19",45470664,"ERCC1","ERCC1",2067,"mapped in human, not mapped in mouse","ERCC1_Exon","Exon (ENST00000615753.4/2354, exon 2 of 5)","7",19307404,"Fosb"
"cg27088374",-0.172613429,NA,"5",157816777,"CLINT1","CLINT1",9685,"mapped in human, not mapped in mouse","CLINT1_Exon","Exon (ENST00000523094.5/9685, exon 3 of 12)","11",45884384,"Clint1"
"cg01910711",0.179244863,NA,"15",40930850,"DLL4","DLL4",54567,"mapped in human, not mapped in mouse","DLL4_Exon","Promoter (<=1kb)","2",119327346,"Dll4"
"cg14880272",-0.008148167,NA,"17",39607875,"NEUROD2","NEUROD2",4761,"mapped in human, not mapped in mouse","NEUROD2_fiveUTR","Promoter (<=1kb)","11",98329580,"Neurod2"
"cg27072792",-0.027400495,NA,"7",74453839,"GTF2IRD1","GTF2IRD1",9569,"mapped in human, not mapped in mouse","GTF2IRD1_fiveUTR","Promoter (<=1kb)",NA,NA,NA
"cg26589497",-0.084441888,NA,"5",140114941,"PURA","PURA",5813,"conserved gene and region in mouse and human","PURA_Exon","Promoter (<=1kb)","18",36287918,"Pura"
"cg07265990",0.261674048,NA,"1",66946224,"MIER1","MIER1",57708,"mapped in human, not mapped in mouse","MIER1_Exon","Exon (ENST00000371018.7/57708, exon 5 of 16)","4",103131040,"Mier1"
"cg07499079",0.061774617,NA,"18",57486199,"ONECUT2","ONECUT2",9480,"conserved gene and region in mouse and human","ONECUT2_threeUTR","3' UTR","18",64396092,"Onecut2"
"cg24312350",0.161830401,NA,"5",140042541,"NRG2","NRG2",9542,"conserved gene and region in mouse and human","NRG2_Exon","Promoter (<=1kb)","18",36196599,"Nrg2"
"cg05544360",0.001153611,NA,"7",42153000,"GLI3","GLI3",2737,"conserved gene and region in mouse and human","GLI3_Intron","Intron (ENST00000395925.8/2737, intron 2 of 14)","13",15544047,"Gli3"
"cg10324939",0.000381435,NA,"18",22559629,"CTAGE1","CTAGE1",64693,"mapped in human, not mapped in mouse","CTAGE1_Intergenic_upstream","Distal Intergenic",NA,NA,NA
"cg20391664",0.024519998,NA,"2",156326973,"NR4A2","NR4A2",4929,"conserved gene and region in mouse and human","NR4A2_Intron","Intron (ENST00000339562.9/4929, intron 5 of 7)","2",57109318,"Nr4a2"
"cg08180952",0.218489613,NA,"15",75451661,"SIN3A","SIN3A",25942,"conserved gene and region in mouse and human","SIN3A_fiveUTR","Promoter (<=1kb)","9",57076400,"Sin3a"
"cg10040836",-0.002598804,NA,"15",96332460,"NR2F2","NR2F2",7026,"conserved gene and region in mouse and human","NR2F2_Exon","Exon (ENST00000394166.8/7026, exon 1 of 3)","7",70359974,"Nr2f2"
"cg11686722",0.248000996,NA,"15",37099520,"MEIS2","MEIS2",4212,"conserved gene and region in mouse and human","MEIS2_fiveUTR","5' UTR","2",116064867,"Meis2"
"cg09784081",-0.011106595,NA,"7",131107300,"LINC-PINT","LINC-PINT",378805,"mapped to different gene in human and mouse","LINC-PINT_Promoter","Promoter (<=1kb)","6",31217640,"Gm13835"
"cg10042482",-0.010240392,NA,"7",101948104,"CUX1","CUX1",1523,"mapped in human, not mapped in mouse","CUX1_Intron","Intron (ENST00000437600.9/1523, intron 2 of 22)","5",136462796,"Cux1"
"cg04186556",-0.242846899,NA,"3",169121172,"MECOM","MECOM",2122,"conserved gene but different region in human and mouse","MECOM_Exon","Exon (ENST00000264674.7/2122, exon 7 of 17)","3",29985457,"Mecom"
"cg13301933",-0.013827971,NA,"15",61229240,"RORA","RORA",6095,"mapped in human, not mapped in mouse","RORA_fiveUTR","Promoter (<=1kb)",NA,NA,NA
"cg26312920",-0.002258321,NA,"7",31340776,"NEUROD6","NEUROD6",63974,"conserved gene but different region in human and mouse","NEUROD6_Promoter","Promoter (<=1kb)","6",55681147,"Neurod6"
"cg15296094",0.013429598,NA,"15",73597169,"NPTN","NPTN",27020,"conserved gene and region in mouse and human","NPTN_Exon","Exon (ENST00000345330.9/27020, exon 2 of 9)","9",58618862,"Nptn"
"cg18418719",1.806027578,NA,"3",70972083,"FOXP1","FOXP1",27086,"mapped to different gene in human and mouse","FOXP1_threeUTR","3' UTR","6",98941067,"Foxp1"
"cg02766818",0.330954773,NA,"2",60555120,"BCL11A","BCL11A",53335,"mapped in human, not mapped in mouse","BCL11A_Promoter","Promoter (<=1kb)","11",24076564,"A830031A19Rik"
"cg27698932",-0.109354376,NA,"2",16166859,"GACAT3","MYCN",104797537,"mapped to different gene in human and mouse","GACAT3_Intergenic_downstream","Distal Intergenic","12",12725178,"Rpl36-ps3"
"cg07727941",-0.089030437,NA,"1",166166176,"FAM78B","FAM78B",149297,"conserved gene and region in mouse and human","FAM78B_Exon","Promoter (<=1kb)","1",167001637,"Fam78b"
"cg19719499",0.068618538,NA,"3",119923407,"GSK3B","GSK3B",2932,"mapped in human, not mapped in mouse","GSK3B_Exon","Exon (ENST00000264235.12/2932, exon 4 of 11)","16",38184510,"Gsk3b"
"cg21132526",0.036681333,NA,"3",18370886,"SATB1","SATB1",6304,"conserved gene but different region in human and mouse","SATB1_Intron","Intron (ENST00000414318.2/9779, intron 1 of 8)","17",51761485,"Satb1"
"cg27507315",-0.177939565,NA,"11",16356733,"SOX6","SOX6",55553,"mapped in human, not mapped in mouse","SOX6_Intron","Intron (ENST00000655819.1/55553, intron 1 of 14)","7",115825016,"Sox6"
"cg09557545",-0.019032012,NA,"2",66433445,"MEIS1-AS3","MEIS1-AS3",730198,"mapped to different gene in human and mouse","MEIS1-AS3_Exon","Promoter (<=1kb)","11",19020637,"Meis1"
"cg07774376",-0.024341389,NA,"1",44326598,"ERI3","ERI3",79033,"conserved gene and region in mouse and human","ERI3_Intron","Intron (ENST00000372257.7/79033, intron 3 of 8)","4",117576413,"Eri3"
"cg16554811",0.058233331,NA,"15",70097877,"TLE3","TLE3",7090,"conserved gene and region in mouse and human","TLE3_fiveUTR","Promoter (<=1kb)","9",61372405,"Tle3"
"cg25383995",-0.01341132,NA,"19",1253999,"MIDN","MIDN",90007,"conserved gene and region in mouse and human","MIDN_Exon","Exon (ENST00000586843.2/90007, exon 3 of 4)","10",80153636,"Midn"
"cg15702573",-0.006734195,NA,"5",177293963,"NSD1","NSD1",64324,"conserved gene and region in mouse and human","NSD1_Exon","Exon (ENST00000354179.8/64324, exon 24 of 24)","13",55312250,"Nsd1"
"cg21815434",0.107073217,NA,"13",76885221,"KCTD12","KCTD12",115207,"conserved gene and region in mouse and human","KCTD12_Exon","Exon (ENST00000377474.4/115207, exon 1 of 1)","14",102981507,"Kctd12"
"cg26148010",0.034281503,NA,"14",97946851,"LINC01550","LINC01550",388011,"mapped to different gene in human and mouse","LINC01550_Intron","Intron (ENST00000499006.7/388011, intron 2 of 2)","12",106929362,"Gm9599"
